Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
5086,Venenstauer blau,1,Ah,Venenstauer,Stk,3.7,3.7
5100,BRAUN Softa-Man 1000 ml,1,Gc,Händedesinfektion,Stk,6.3,6.3
51001,BRAUN Softa-Man 500 ml,1,Gc,Händedesinfektion,Stk,3.49,3.49
510011,BRAUN Softa-Man ViscoRub 500 ml,1,Gc,Händedesinfektion,Stk,4.4,4.4
510012,BRAUN Softa-Man ViscoRub 100 ml,1,Gc,Händedesinfektion,Stk,2.7,2.7
510013,BRAUN Softa-Man ViscoRub 5 Liter,1,Gc,Händedesinfektion,Stk,63.93,63.93
51002,BRAUN Softa-Man ViscoRub 1000 ml,1,Gc,Händedesinfektion,Stk,13.76,13.76
5101,"Verschlußkonus Combi, rot",1,Aa,Infusion & Transfusion,Stk,0.06,0.06
51030,"Asia-med GOLD 0,30 x 10 mm",1,Qdg,Asia-med,Ktn,10.35,10.35
5104,"Vasofix Braunüle Gr.20, 1,1 rosa",1,Adi,Venenverweilkanülen,Stk,0.5,0.5
5120,"Vasofix Braunüle Gr.18, 1,3 grün",1,Adi,Venenverweilkanülen,Stk,0.49,0.49
5120-1,"Mandrin für Braunüle Gr.18, 1,3 grün",1,Adi,Venenverweilkanülen,Stk,0.35,0.35
52,"Manufix powdered, groß, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,4.88,4.88
5205,Heißluftsterilisator Melag 205,1,4aj,Ultraschallreiniger & Steris,Stk,1778,1778
5218,"Venflon Venenverweilkanüle Gr.18, grün,",1,Adi,Venenverweilkanülen,Stk,37.5,37.5
5222,"Venflon Venenverweilkanüle Gr.22, blau,",1,Adi,Venenverweilkanülen,Stk,37.5,37.5
5290,BRAUN Softa-Man 5 Ltr.,1,Gc,Händedesinfektion,Stk,36.4,36.4
53,"Kodan-Tinktur farblos, 250 ml",1,Gh,Hautdesinfektion,Stk,2.9,2.9
53030,"Asia-med GOLD 0,30 x 30 mm,",1,Qdg,Asia-med,Ktn,10.35,10.35
531,"Octenisept, 50 ml Pumpsprayflasche",1,Gh,Hautdesinfektion,Stk,8.22,8.22
531070,"Reflexhammer nach Trömner, silber",1,Ii,Reflexhämmer,Stk,12.1,12.1
5315,"Octenisept,250ml mit Sprühkopf",1,Gh,Hautdesinfektion,Stk,15.62,15.62
5317,"Kanülen 1,10 x 30 mm",1,Add,Kanülen Sondergrößen,Ktn,2.9,2.9
5319,"BRAUN Kanülen Luer Gr. 27 (0,40x12 mm)",1,Adb,BRAUN Kanülen,Ktn,3.15,3.15
5320,"BRAUN Kanülen Luer Gr. 26 (0,45x12 mm)",1,Add,Kanülen Sondergrößen,Ktn,2.65,2.65
5323,"Kanülen 0,60 x 50 mm",1,Add,Kanülen Sondergrößen,Ktn,10.4,10.4
5328,"Neopoint Kanülen 1,20 x 40 mm, 18G x 1 1/2",1,Add,Kanülen Sondergrößen,Ktn,2.3,2.3
5332,"Kanülen 1,20 x 80 mm, 100 St.",1,Add,Kanülen Sondergrößen,Ktn,19.3,19.3
5333,"Kanülen 0,65 x 80 mm",1,Add,Kanülen Sondergrößen,Ktn,16.2,16.2
5341,"Microlance Kanülen 0,30 x 13 mm",1,Adf,Microlance Kanülen,Ktn,2.49,2.49
5342,"Microlance Kanülen 0,40 x 13 mm",1,Adf,Microlance Kanülen,Ktn,2.5,2.5
5343,"Microlance Kanülen 0,45 x 10 mm",1,Adf,Microlance Kanülen,Ktn,2.65,2.65
5344,"Aufzieh-Kanüle, stumpf, 1,2 x 40 mm,",1,Aa,Infusion & Transfusion,Ktn,11.8,11.8
5346,"Aufzieh-Kanüle, stumpf, 1,2 x 40mm",1,Aa,Infusion & Transfusion,Stk,9.83,9.83
5347,"Sterican Heparin, Tuberkulin Kanüle,",1,Ad,Kanülen und Zubehör,Ktn,2.44,2.44
54,"Kodan-Tinktur farblos, 1000 ml Flasche",1,Gh,Hautdesinfektion,Stk,6.9,6.9
54110,PORTY-Quick-Check,1,Ik,Elektroakupunktur nach Voll,Stk,697.9,697.9
54111,EASY-Quick-Check,1,Ik,Elektroakupunktur nach Voll,Stk,3350,3350
54113,X-Kits-EAV Basissoftware,1,Ikb,Software-Programme / Varianten,Stk,875,875
54114,X-Kits-VIR Basissoftware,1,Ikb,Software-Programme / Varianten,Stk,875,875
54115,X-Kits-Brevis Basissoftware,1,Ikb,Software-Programme / Varianten,Stk,2500,2500
54116,X-Kits-EAV Premiumsoftware,1,Ikb,Software-Programme / Varianten,Stk,1330,1330
54117,X-Kits-VIR Premiumsoftware,1,Ikb,Software-Programme / Varianten,Stk,2017,2017
54118,X-Kits-Brevis Premiumsoftware,1,Ikb,Software-Programme / Varianten,Stk,3267,3267
54119,X-Kits-TCM (Erweiterungsmodul),1,Ikc,Software-Module,Stk,140,140
54120,X-Kits-PV (Erweiterungsmodul),1,Ikc,Software-Module,Stk,560,560
54121,X-Kits-Remedies (Erweiterungsmodul),1,Ikc,Software-Module,Stk,1050,1050
54122,EASY-Multi-Port,1,Ikd,Interface / Laser,Stk,630,630
54123,Modul: Laser,1,Ikd,Interface / Laser,Stk,630,630
54124,Modul: Wavebecher,1,Ikd,Interface / Laser,Stk,164.5,164.5
54125,Abtastplatte für 10 Ampullen,1,Ike,Zubehör,Stk,90,90
54126,Body-Adapter,1,Ike,Zubehör,Stk,202.5,202.5
54127,Fußpodest mit 2 Fußelektroden,1,Ike,Zubehör,Stk,255,255
54128,Fußschalter mit 3 Pedalen,1,Ike,Zubehör,Stk,33.75,33.75
54129,"Handelektrode, Messing",1,Ike,Zubehör,Stk,33.75,33.75
54130,"Kopfelektrode, grau, rund",1,Ike,Zubehör,Stk,168.75,168.75
54131,Laserhalter mit Abdeckung,1,Ike,Zubehör,Stk,39,39
54132,Ledertasche / Etui (grün),1,Ike,Zubehör,Stk,39,39
54133,"Medikamentenwabe, Typ 45",1,Ike,Zubehör,Stk,40.5,40.5
54134,"Medikamentenwabe, Typ 68",1,Ike,Zubehör,Stk,52.5,52.5
54135,Messgriffel für EASY inkl. 1 Messspitze,1,Ike,Zubehör,Stk,157.5,157.5
54136,"Messspitzen, Kramer-Niederdruck",1,Ike,Zubehör,Stk,39,39
54137,"Messspitzen, Kugel",1,Ike,Zubehör,Stk,39,39
54138,"Messspitzen, Vierschlitz",1,Ike,Zubehör,Stk,39,39
54139,Universalhalter für Handelektrode und,1,Ike,Zubehör,Stk,13.5,13.5
54140,"Verb.-Kabel, lang, Si-Hu",1,Ike,Zubehör,Stk,12,12
54141,Wavebecher für EASY,1,Ike,Zubehör,Stk,176.25,176.25
5422,"BRAUN Meliseptol pure Sprühdesinfektion, 1000 ml",1,Gbb,gebrauchsfertige Lösung,Stk,7.6,7.6
54221,"BRAUN Meliseptol NEW FORMULA, 250 ml",1,Gbb,gebrauchsfertige Lösung,Stk,6.16,6.16
5424,"Kanülen 0,70 x 50 mm",1,Add,Kanülen Sondergrößen,Ktn,9.7,9.7
5430,BRAUN Meliseptol pure Sprühdesinfektion 5 Ltr,1,Gbb,gebrauchsfertige Lösung,Stk,52.14,52.14
55,"Medikrepp-Papierrolle, 55 cm breit",1,Gff,Liegenpapier,Rolle,3.22,3.22
5512,Stabimed fresh Instrumenten-Desinfektion,1,Ge,Instrumentendesinfektion,Stk,18.37,18.37
5520,BRAUN Helipur Instrumenten-Desinfektion,1,Ge,Instrumentendesinfektion,Stk,76.38,76.38
5521,BRAUN Instrumentenwanne mit Deckel,1,Ge,Instrumentendesinfektion,Stk,65.5,65.5
5523,"Desinfektionswanne 1 L, weiss",1,Ge,Instrumentendesinfektion,Stk,16.46,16.46
5524,"Desinfektionswanne 3 L, weiss",1,Ge,Instrumentendesinfektion,Stk,23.52,23.52
5525,"Desinfektionswanne 4 L, weiss",1,Ge,Instrumentendesinfektion,Stk,37.77,37.77
5541,"Untersuchungsliege Economy, weiss,",1,7g,Untersuchungsliegen,Stk,261,261
5542,"Untersuchungsliege Economy, schwarz,",1,7g,Untersuchungsliegen,Stk,267.5,267.5
55441,Papierrollenhalter Untersuchungliege,1,E,Sammelgruppierung Artikelzubehör,Stk,19.6,19.6
5546,"Wandschirm Comfort, 3-teilig",1,4ac,sonstige Einrichtung,Stk,152.76,152.76
5548,"Instrumentenschrank, eintürig,",1,4ah,Schränke,Stk,1420.3,1420.3
5553,"Spritzen- und Kanülenspender, weiß,",1,4ae,Spendersysteme,Stk,59.95,59.95
5554,"Spritzen- und Kanülenspender, mit 3 Schütten",1,4ae,Spendersysteme,Stk,30.5,30.5
5555,"Spritzen- und Kanülenspender, mit 4 Schütten",1,4ae,Spendersysteme,Stk,25.4,25.4
5556,"Spritzen- und Kanülenspender, mit 5 Schütten",1,4ae,Spendersysteme,Stk,19.9,19.9
5557,"Abfalleimer Touch Bin New, 30 Lt., matt black",1,4ac,sonstige Einrichtung,Stk,80.85,80.85
5561,Sonic 3MX Ultraschallreinigungsgerät,1,4aj,Ultraschallreiniger & Steris,Stk,346.5,346.5
5562,Sonic 6MX Ultraschallreinigungsgerät,1,4aj,Ultraschallreiniger & Steris,Stk,591.5,591.5
5600,"BRAUN Kanülen 0,60 x 60 mm, 100 Stck.",1,Add,Kanülen Sondergrößen,Ktn,4.2,4.2
56001,"BRAUN Kanülen 0,60 x 80 mm, 100 Stck.",1,Add,Kanülen Sondergrößen,Ktn,8.8,8.8
56002,"BRAUN Kanülen 0,80 x 120 mm, 100 Stck.",1,Add,Kanülen Sondergrößen,Stk,11.5,11.5
56421,Papierrollenhalter EKG,1,E,Sammelgruppierung Artikelzubehör,Stk,26,26
56422,"Längsstrebe, zusätzlich, verchromt, für",1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
56423,Andere Höhen bis 830 mm für,1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
56424,"Fahrbarkeit gegen Aufpreis, 4 Lenkrollen",1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
56425,"Kleinere und größere Breiten bis 150 mm,",1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
56426,"Kleinere und größere Längen bis 150 mm,",1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
5791,"Neopoint Kanülen 0,90 x 70 mm",1,Add,Kanülen Sondergrößen,Ktn,1,NULL
5792,"Neopoint Kanülen 0,90 x 0,50,VPE 100Stck",1,Add,Kanülen Sondergrößen,Stk,3.5,3.5
58203,ASKINA Haft Color 6 cm blau,1,Bed,Askina,Stk,16.81,16.81
58214,ASKINA Haft Color 8 cm blau,1,Bed,Askina,Stk,19.18,19.18
58222,ASKINA Haft Color 6 cm pink,1,Bed,Askina,Stk,16.81,16.81
58230,ASKINA Haft Color 8 cm pink,1,Bed,Askina,Stk,19.18,19.18
58249,ASKINA Haft Color 6 cm gelb,1,Bed,Askina,Stk,16.81,16.81
58257,ASKINA Haft Color 8 cm gelb,1,Bed,Askina,Stk,19.18,19.18
59,"Medikrepp-Papierrolle, 59 cm breit",1,Gff,Liegenpapier,Rolle,3.37,3.37
6022,"BRAUN OMNIFIX 3 ml, Luer-Ansatz, 100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,5.4,5.4
6023,"Scott Ärzterolle 51 x 38 cm, 2-lagig, blau",1,Gff,Liegenpapier,Rolle,9.065,9.065
6024,"Scott Ärzterolle 59x37 cm, 2-lagig blau",1,Gff,Liegenpapier,Stk,11.52,11.52
6025,"Braun Omnifix 40 Solo, 1 ml",1,Afb,BRAUN Omnifix Spritzen,Ktn,12.24,12.24
6026,"Braun Injekt F Spritzen  1 ml, 100 Stck.",1,Afa,BRAUN Injekt Spritzen,Ktn,14.25,14.25
6027,"BRAUN Injekt 2 ml, Luer-Ansatz, 100 St.",1,Afa,BRAUN Injekt Spritzen,Ktn,3.3,3.3
6028,"BRAUN OMNIFIX 3 ml, Lock-Ansatz, 100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,19.99,19.99
60501,KLEENEX Falthandtuch Ultra weiß 3-lagig,1,Gfh,Hygienepapier & Spender,Ktn,57,57
60505,Fripa Handtücher,1,Gfh,Hygienepapier & Spender,Ktn,31.03,31.03
60506,Fripa Handtuchspender,1,Gfh,Hygienepapier & Spender,Ktn,1,NULL
6051,"BRAUN Injekt 5 ml, Luer-Ansatz, 100 St.",1,Afa,BRAUN Injekt Spritzen,Ktn,4.8,4.8
6052,"Braun Injekt 5 ml, Lock-Ansatz, 100 St.",1,Afa,BRAUN Injekt Spritzen,Ktn,9.9,9.9
6057,"BRAUN OMNIFIX 5 ml, Luer-Ansatz, 100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,7.42,7.42
6058,"BRAUN OMNIFIX 5 ml, Lock-Ansatz, 100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,15,15
6103,"BRAUN OMNIFIX 10 ml, Luer-Ansatz,100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,11.9,11.9
61030,"Asia-med Spezial 0,30 x 10 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
61035,"Asia-med Spezial 0,35 x 50 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6104,"BRAUN OMNIFIX 10 ml, Luer-Lock, 100 St.",1,Afb,BRAUN Omnifix Spritzen,Ktn,16.13,16.13
6108,"BRAUN Injekt 10 ml, Luer-Ansatz, 100 St.",1,Afa,BRAUN Injekt Spritzen,Ktn,6.7,6.7
6122,"Venenpunktionskanüle nach Strauss 1,2",1,Adh,Venenpunktionskanülen,Stk,18,18
6127,Kimberly-Clark Papierrollenhalter,1,Gf,Liegen- und Hygienepapier,Stk,45.65,45.65
6131,BRAUN Softasept N 1000 ml,1,Gh,Hautdesinfektion,Stk,7,7
61520,"Asia-med Spezial 0,20 x 15 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6157,"Venenpunktionskanüle nach Strauss 1,5",1,Adh,Venenpunktionskanülen,Stk,18,18
6158,"BRAUN Dentalkanülen 17/23 (0,50x25 mm)",1,Ada,BRAUN Dentalkanülen,Ktn,5.75,5.75
61615,"Asia-med S-Needle 0,16 x 15 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6166,"BRAUN Dentalkanülen 17/42 (0,50x40 mm)",1,Ada,BRAUN Dentalkanülen,Ktn,4.9,4.9
6171,"BRAUN Kanülen Luer Gr. 30 (0,30x12 mm)",1,Adb,BRAUN Kanülen,Ktn,3.99,3.99
6174,"BRAUN Dentalkanülen 30/23 (0,40x25 mm)",1,Ada,BRAUN Dentalkanülen,Ktn,5.2,5.2
6181,"Venenpunktionskanüle nach Strauss 1,8",1,Adh,Venenpunktionskanülen,Stk,18,18
6182,"BRAUN Dentalkanülen 30/42 (0,40x40 mm)",1,Ada,BRAUN Dentalkanülen,Ktn,5.4,5.4
620,Sterilisierbare Glasspritze 20 ml*,1,Aff,Sterilisierbare Spritzen,Stk,17.6,17.6
6200,"BRAUN OMNIFIX 20 ml, Luer-Ansatz,",1,Afb,BRAUN Omnifix Spritzen,Ktn,14.4,14.4
62015,"Asia-med S-Needle 0,20 x 15 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
62025,"Asia-med Spezial 0,25 x 20 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
62030,"Asia-med S-Needle 0,30 x 30 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6204,BRAUN Softasept N 250 ml,1,Gh,Hautdesinfektion,Stk,3.7,3.7
6205,"BRAUN Injekt 20 ml, Luer-Ansatz, 100 St.",1,Afa,BRAUN Injekt Spritzen,Ktn,9.25,9.25
624516,"Moorpackungen 28x38 cm, VPE 40 Stück",1,Tbe,Moor,Stk,15,15
624517,"Maxi-Moorpackungen, 58x38cm,  VPE 30 Stück",1,Tbe,Moor,Stk,21,21
624518,"Wärmeträger Größe I, 28 x 38 cm",1,Tbe,Moor,Stk,7.9,7.9
624519,"Wärmeträger Größe II, 38 x 56 cm",1,Tbe,Moor,Stk,18.5,18.5
62520,"Asia-med Spezial 0,20 x 25 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
62540,"Asia-med S-Needle 0,25 x 40 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6298,BRAUN Softasept N 5 Ltr.,1,Gh,Hautdesinfektion,Stk,42.5,42.5
63,"SCOTT Handtücher AIRFLEX weiss, 1-lagig",1,Gfh,Hygienepapier & Spender,Ktn,52.89,52.89
63030,"Asia-med Spezial 0,30 x 30 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6305,"BRAUN OMNIFIX 30 ml, Luer-Ansatz,",1,Afb,BRAUN Omnifix Spritzen,Ktn,69.91,69.91
63050,"Asia-med S-Needle 0,30 x 50 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6331,Kimberly-Clark-Waschlotion 1 Ltr.,1,Gd,Händereinigung & Pflege,Stk,12.63,12.63
6332,"KLEENEX Händedesinfektionsgel, 1 Ltr.",1,Gc,Händedesinfektion,Stk,8.09,8.09
634,Spritzenablagetablett,1,Afe,Spritzen-Zubehör,Stk,8.6,8.6
635,Spritzenablagetablett,1,Afe,Spritzen-Zubehör,Stk,8.56,8.56
63932,Irrigator-Set mit Kunststoffgefäß 1 Ltr.,1,Ta,Colon,Stk,3.9,3.9
64025,"Asia-med Spezial 0,25 x 40 mm",1,Qdg,Asia-med,Ktn,8.5,8.5
6420,Intrafix Air P,1,Aa,Infusion & Transfusion,Stk,0.65,0.65
6421,"Intrafix SafeSet Standard, 230 cm",1,Aa,Infusion & Transfusion,Stk,1.64,1.64
6422,Intrafix SafeSet mit Y-Ventil,1,Aa,Infusion & Transfusion,Stk,2.48,2.48
6444,Infusionsgerät P mit,1,Aa,Infusion & Transfusion,Stk,0.71,0.71
6445,"KC-Toilettensitzauflagen, 1-lagig,",1,Gfh,Hygienepapier & Spender,Stk,12.45,12.45
6446,WC-Papiersitz-Spender Kimberly-Clark,1,Gfh,Hygienepapier & Spender,Stk,48.81,48.81
6450,"Scott Ärzterolle 50 x 37 cm, 3-lagig, weiß",1,Gff,Liegenpapier,Rolle,21.28,21.28
6455,"Ärzterolle 50 x 38 cm, 3-lagig, weiß",1,Gff,Liegenpapier,Rolle,3.92,3.92
6459,"Scott Ärzterolle, 59x37 cm, 2-lagig, weiß",1,Gff,Liegenpapier,Stk,9.01,9.01
6461,"Otoskop-Trichter 2,5 mm für Riester,",1,Ibd,Ohrtipps und Zubehör,Stk,5.1,5.1
6462,"Otoskop-Trichter 4,0 mm für Riester,",1,Ef,Diagnostik,Stk,4.47,4.47
6463,Ersatzbirne f.Ri-mini Otoskop,1,Ef,Diagnostik,Stk,9.83,9.83
65020,"Unigloves Pearl,nitril, mittel,100Stck.",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
65030,"Unigloves Pearl nitril, mittel, 100Stck.",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
65035,"Unigloves Pearl nitril, XL 9-10,",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
65036,"Unigloves Pearl nitril, S 6-7,",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
65037,"Unigloves Pearl nitril, S 6-7,",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,11.9,11.9
65040,"Unigloves Pearl nitril, mittel, 100Stck.",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
65045,"Unigloves Pearl nitril,large 8-9,",1,Gie,"Nitrilhandschuhe, latexfrei",Stk,4.11,4.11
6505,"BRAUN OMNIFIX 50 ml, Luer-Ansatz, 1 St.",1,Afb,BRAUN Omnifix Spritzen,Stk,1.19,1.19
6526,"Vasco powdered S, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,5.9,5.9
65265,"Vasco sensitive S, 100 Stck",1,Gic,Latexhandschuhe,Ktn,3.85,3.85
65267,"Vasco Nitril light S, 100 Stck",1,Gie,"Nitrilhandschuhe, latexfrei",Ktn,5.2,5.2
6542,"Vasco powdered M, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,5.9,5.9
65425,"Vasco sensitive M, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,4.5,4.5
65427,"Vasco Nitril light M, 100 Stck.",1,Gie,"Nitrilhandschuhe, latexfrei",Ktn,5.2,5.2
6547,"Softa Swabs, 100 St.",1,Ab,Tupfer und Zubehör,Ktn,2.77,2.77
6551,"Vasco Basic S, Latex, 100 Stck",1,Gic,Latexhandschuhe,Stk,7.27,7.27
6552,"Vasco Basic M, Latex, 100 Stck.",1,Gic,Latexhandschuhe,Stk,4.29,4.29
6553,"Vasco Basic L, Latex, 100Stck.",1,Gic,Latexhandschuhe,Stk,4.29,4.29
6569,"Vasco powdered L, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,5.9,5.9
65695,"Vasco sensitive L, 100 Stck.",1,Gic,Latexhandschuhe,Ktn,3.85,3.85
65697,"Vasco Nitril light L, 100 Stck.",1,Gie,"Nitrilhandschuhe, latexfrei",Ktn,5.2,5.2
662,"Infusionskissen 30 cm, Kunststoffbezug",1,Aa,Infusion & Transfusion,Stk,7.8,7.8
663,"Injektionskissen 30x15 cm, 7,5/4 cm hoch",1,Aa,Infusion & Transfusion,Stk,22.44,22.44
6683254-1,"succursus Notfallkoffer, Vollausstattung",1,Kb,Notfall,Stk,1,NULL
6683255,"methatec Notfallkoffer, Standard",1,Kb,Notfall,Stk,643,643
6683256,"methatec Notfallkoffer, Vollausstattung",1,Kb,Notfall,Stk,653.64,653.64
6683262,methatec Notfalltasche für Heilpraktiker,1,Kb,Notfall,Stk,166.57,166.57
66901,Ersatzband für Variofix-Stauer,1,Ah,Venenstauer,Stk,9.9,9.9
66967,Ersatzband für KaWe-Venenstauer,1,Ah,Venenstauer,Stk,2.76,2.76
67001,Ersatzbatterie für Fieberthermometer,1,Ie,Thermometer,Stk,1,NULL
6701,100 Hygienehüllen für digitales,1,Iec,Zubehör,Stk,1.53,1.53
6702,Fieberthermometer Braun ThermoScan,1,Ieb,Digitale Thermometer,Stk,43.5,43.5
6703,200 Messmembranen für Braun Thermoscan,1,Iec,Zubehör,Stk,9.95,9.95
6704,Beurer FT 15/1,1,Ieb,Digitale Thermometer,Stk,7.61,7.61
6707,FT85 Kontaktloses Thermometer,1,Ieb,Digitale Thermometer,Stk,30.76,30.76
6708,Multifunktions-Thermometer FT 70,1,Ieb,Digitale Thermometer,Stk,35.7075,35.7075
6709,Kontaktloses Infrarot Thermometer,1,Ieb,Digitale Thermometer,Stk,50,50
6710,Handtuch-Sammelkorb,1,Gfh,Hygienepapier & Spender,Stk,27.41,27.41
68030,Lebenswecker für Einmalnadelköpfe,1,F,Baunscheidt,Stk,74,74
68032,Baunscheidt Ersatznadelkopf,1,F,Baunscheidt,Stk,18.38,18.38
680341,Gummiring f. Baunscheid-Einstellgarnitur,1,F,Baunscheidt,Stk,1.3,1.3
68039,"Baunscheidt-Einmalnadelkopf, steril",1,F,Baunscheidt,Stk,1.85,1.85
680391,Einwegwechselhülse (steril),1,F,Baunscheidt,Stk,139,139
68140,Yin- und Yang Energieringe,1,Te,Schmerz- & Magnetfeldtherapie,Stk,6.5,6.5
68148,Dermaroller zur Hautstimulierung,1,Qab,Massagestäbe und Zubehör,Stk,4.6,4.6
68217.1,"methatec Massageglas nach Celik 2.0, 6cm",1,Mf,Schröpfgläser nach Celik,Stk,3.85,3.85
682171,"Ersatzmassageglas nach Celik, 6 cm",1,Mf,Schröpfgläser nach Celik,Stk,3.85,3.85
68262,"Schröpfglas aus Acryl mit Ball, 3,5 cm",1,Maa,aus Acryl,Stk,8.9,8.9
682622,"Ersatzball rot für Schröpfgläser, normal",1,Ei,Schröpfen,Stk,1.98,1.98
68263,"Schröpfglas aus Acryl mit Ball, 4,7 cm",1,Maa,aus Acryl,Stk,10.5,10.5
68264,"Schröpfglas aus Acryl mit Ball, 5,5 cm",1,Maa,aus Acryl,Stk,7.5,7.5
68271,"Schröpfglas ohne Ball 2.0, 30 mm",1,Me,Schröpfgläser ohne Ball,Stk,2.07,2.07
68272,"Schröpfglas ohne Ball 2.0, 39 mm",1,Me,Schröpfgläser ohne Ball,Stk,2.11,2.11
68273,"Schröpfglas ohne Ball 2.0, 47 mm",1,Me,Schröpfgläser ohne Ball,Stk,2.2,2.2
68274,"Schröpfglas ohne Ball 2.0, 56 mm",1,Me,Schröpfgläser ohne Ball,Stk,2.61,2.61
68275,"Schröpfglas ohne Ball 2.0, 64 mm",1,Me,Schröpfgläser ohne Ball,Stk,3.2,3.2
68276,"Schröpfglas mit Ball 2.0, 30 mm",1,Mac,aus Glas,Stk,2.13,2.13
68277,"Schröpfglas mit Ball 2.0, 40 mm",1,Mac,aus Glas,Stk,2.33,2.33
68278,"Schröpfglas mit Ball 2.0, 50 mm",1,Mac,aus Glas,Stk,2.69,2.69
68279,"Schröpfglas mit Ball 2.0, 60 mm",1,Mac,aus Glas,Stk,3.86,3.86
68280,"Schröpfglas mit Ball 2.0, 65 mm",1,Mac,aus Glas,Stk,4.27,4.27
68285,"Schröpfglas 5,5cm,kugelförmig dünnwandig",1,Meb,"mundgeblasen, dünnwandig",Stk,1,NULL
68287,mediwe Schröpfglas-Set für Unterricht,1,Md,Schröpf - Sets,Stk,37.02,37.02
68288,mediwe Schröpfglas-Set,1,Md,Schröpf - Sets,Stk,49.38,49.38
68289,mediwe Schröpfglas-Set für Unterricht,1,Md,Schröpf - Sets,Stk,36.16,36.16
68290.1,methatec Celik-Sonderpreis-Set 2.0,1,Mf,Schröpfgläser nach Celik,Stk,34,34
68291,"methatec Schröpfglas nach Celik 2.0, 3 cm",1,Mf,Schröpfgläser nach Celik,Stk,4.67,4.67
68291.1,"methatec Schröpfglas nach Celik 2.0, 3cm",1,Mf,Schröpfgläser nach Celik,Stk,2.07,2.07
68292,"methatec Schröpfglas nach Celik 2.0, 4 cm",1,Mf,Schröpfgläser nach Celik,Stk,4.8,4.8
68292.1,"methatec Schröpfglas nach Celik 2.0, 4cm",1,Mf,Schröpfgläser nach Celik,Stk,2.26,2.26
68293,"methatec Schröpfglas nach Celik 2.0, 5 cm",1,Mf,Schröpfgläser nach Celik,Stk,5.38,5.38
68293.1,"methatec Schröpfglas nach Celik 2.0, 5cm",1,Mf,Schröpfgläser nach Celik,Stk,3.1,3.1
68294,"methatec Schröpfglas nach Celik 2.0, 6 cm",1,Mf,Schröpfgläser nach Celik,Stk,5.75,5.75
68294.1,"methatec Schröpfglas nach Celik 2.0, 6cm",1,Mf,Schröpfgläser nach Celik,Stk,3.63,3.63
68296,Ersatzglas Celik 3 cm,1,Mf,Schröpfgläser nach Celik,Stk,2.07,2.07
68297,Ersatzglas Celik 4 cm,1,Mf,Schröpfgläser nach Celik,Stk,2.25,2.25
68298,Ersatzglas Celik 5 cm,1,Mf,Schröpfgläser nach Celik,Stk,3.1,3.1
68299,Ersatzglas Celik 6 cm,1,Mf,Schröpfgläser nach Celik,Stk,3.63,3.63
68302.1,Bedienanleitung Celik-Schröpfgläser,1,Mf,Schröpfgläser nach Celik,Stk,89.5,89.5
68307,Faltschachtel incl.Einsatz,1,Mf,Schröpfgläser nach Celik,Stk,0.38,0.38
68307.1,Faltschachtel mit Einsatz,1,Mf,Schröpfgläser nach Celik,Stk,478,478
68595,methatec Spezialball 2.0 für,1,Mf,Schröpfgläser nach Celik,Stk,2.32,2.32
68605,Vaculift ca. 10 mm,1,Zc,50% Rabatt,Stk,14.3,14.3
68606,Vaculift ca. 20 mm,1,Zc,50% Rabatt,Stk,14.3,14.3
68607,Vaculift ca. 50 mm,1,Zc,50% Rabatt,Stk,14.3,14.3
68608,Vaculift ca. 33 mm,1,Zc,50% Rabatt,Stk,14.3,14.3
